# wind_direction,wind_speed,rain_meter,solar_rad,soil_moisture_ectm,soil_temp_ectm,air_humid,air_temp,timed
# numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric, timestamp(y-M-d H:m:s)
205.538,3.688,0,0,29.664,11.1,66.748,8.95,8/31/2009 4:15
212.923,3.671,0,0,29.56,10.9,67.614,8.93,8/31/2009 4:20
227.341,4.141,0,0.439,29.56,10.8,65.922,8.92,8/31/2009 4:25
160.527,4.006,0,0,29.456,11,62.798,9.32,8/31/2009 4:30
228.484,2.766,0,0,29.664,10.9,61.955,9.34,8/31/2009 4:35
221.363,4.912,0,0.877,29.768,11.1,69.327,8.88,8/31/2009 4:40
215.736,4.124,0,0.439,29.664,10.9,69.959,8.84,8/31/2009 4:45
197.451,5.281,0,2.193,29.56,10.8,71.114,8.65,8/31/2009 4:50
248.088,4.627,0,2.632,29.456,10.9,70.609,8.77,8/31/2009 4:55
209.758,4.996,0,3.948,29.56,11,70.312,8.88,8/31/2009 5:00
214.681,5.415,0,7.896,29.456,10.8,70.93,8.79,8/31/2009 5:05
219.604,5.197,0,8.335,29.56,11,73.63,8.6,8/31/2009 5:10
213.978,4.074,0,11.844,29.56,11,71.568,8.69,8/31/2009 5:20
229.451,4.375,0,12.722,29.768,10.8,67.863,8.96,8/31/2009 5:25
218.901,3.001,0,14.477,29.664,10.9,60.94,9.38,8/31/2009 5:35
215.385,1.794,0,14.477,29.872,11,63.754,9.34,8/31/2009 5:40
220.659,2.28,0,15.793,29.768,10.9,63.227,9.37,8/31/2009 5:45
219.604,3.705,0,18.425,29.56,10.9,63.86,9.31,8/31/2009 5:50
250.549,2.313,0,19.302,29.768,10.7,59.451,9.74,8/31/2009 5:55
199.56,2.833,0,18.425,29.56,10.8,60.557,9.66,8/31/2009 6:00
207.297,3.219,0,19.302,29.56,10.7,60.241,9.83,8/31/2009 6:05
234.725,2.179,0,21.057,29.56,10.8,61.375,10.12,8/31/2009 6:10
193.582,3.604,0,146.52,29.56,10.7,61.072,10.54,8/31/2009 6:15
189.714,2.749,0,192.143,29.872,10.7,57.088,12.18,8/31/2009 6:20
208,1.609,0,207.936,29.976,10.5,56.375,12.96,8/31/2009 6:25
205.187,1.693,0,230.747,29.872,10.5,50.876,12.58,8/31/2009 6:30
208.352,3.235,0,245.663,29.768,10.6,56.729,12.94,8/31/2009 6:35
213.275,1.09,0,260.578,29.56,10.4,53.894,13.02,8/31/2009 6:40
216.44,4.426,0,289.531,29.664,10.5,56.635,13.11,8/31/2009 6:50
200.615,2.783,0,304.446,29.456,10.8,60.28,12.94,8/31/2009 6:55
242.462,3.252,0,321.993,29.872,10.6,54.452,12.7,8/31/2009 7:00
203.78,2.515,0,337.786,29.56,10.6,57.041,13.24,8/31/2009 7:05
216.44,3.722,0,351.824,29.976,10.7,56.023,13.2,8/31/2009 7:10
212.923,3.638,0,365.862,29.768,10.7,55.202,13.11,8/31/2009 7:15
219.253,4.258,0,378.145,29.768,10.5,56.775,13.05,8/31/2009 7:20
158.066,2.146,0,393.937,29.872,10.4,56.173,13.2,8/31/2009 7:25
221.363,3.403,0,407.975,29.976,10.6,54.555,13.21,8/31/2009 7:30
58.549,2.347,0,420.258,29.872,10.6,54.662,13.32,8/31/2009 7:35
312.791,1.928,0,434.296,29.664,10.5,52.641,14.05,8/31/2009 7:40
158.066,1.794,0,463.249,29.872,10.5,55.769,14.31,8/31/2009 7:50
194.637,3.269,0,474.655,29.872,10.4,56.484,13.49,8/31/2009 7:55
216.791,2.28,0,492.202,29.768,10.6,53.167,14.53,8/31/2009 8:00
194.637,4.141,0,504.486,29.976,10.4,51.272,14.59,8/31/2009 8:05
234.022,3.554,0,511.943,29.872,10.4,51.907,14.28,8/31/2009 8:10
178.11,3.654,0,527.297,29.664,10.2,58.974,13.72,8/31/2009 8:15
187.604,4.727,0,539.58,29.664,10.5,52.504,14.38,8/31/2009 8:20
172.132,3.99,0,555.373,29.352,10.7,55.797,13.69,8/31/2009 8:25
223.121,3.302,0,565.901,29.872,10.5,50.711,14.79,8/31/2009 8:30
203.429,1.358,0,580.378,29.56,10.5,51.72,15.16,8/31/2009 8:35
202.374,3.906,0,590.906,30.08,10.5,49.949,14.9,8/31/2009 8:40
185.495,2.397,0,599.241,29.976,10.5,55.877,15.25,8/31/2009 8:45
206.945,0.754,0,615.034,29.976,10.7,49.489,14.96,8/31/2009 8:50
204.132,2.297,0,622.053,29.976,10.5,49.309,15.26,8/31/2009 8:55
203.429,4.476,0,629.072,29.872,10.5,49.912,15.09,8/31/2009 9:00
184.088,3.084,0,643.109,29.768,10.4,50.999,15.78,8/31/2009 9:05
246.33,4.996,0,651.883,29.664,10.5,50.539,15.13,8/31/2009 9:10
195.341,4.878,0,662.411,29.768,10.3,50.821,15.38,8/31/2009 9:15
160.527,3.286,0,669.43,29.872,10.5,49.86,15.41,8/31/2009 9:20
215.385,3.185,0,681.714,29.872,10.5,53.875,15.87,8/31/2009 9:25
163.692,2.062,0,690.487,29.768,10.5,54.714,15.56,8/31/2009 9:30
222.418,3.587,0,697.945,29.872,10.5,46.068,15.62,8/31/2009 9:35
205.187,2.598,0,704.525,29.144,10.5,48.541,15.88,8/31/2009 9:40
173.187,2.716,0,715.053,29.872,10.7,56.079,15.6,8/31/2009 9:45
153.495,2.112,0,723.827,29.872,10.6,54.401,15.5,8/31/2009 9:50
169.67,2.766,0,729.091,29.768,10.5,51.63,15.86,8/31/2009 9:55
183.033,4.124,0,736.11,29.768,10.5,51.335,15.97,8/31/2009 10:00
199.209,3.319,0,741.374,29.872,10.5,52.625,16.14,8/31/2009 10:05
173.538,3.152,0,750.587,29.872,10.7,55.258,15.97,8/31/2009 10:10
167.912,3.369,0,755.412,29.56,10.6,52.93,16.12,8/31/2009 10:15
145.407,2.732,0,762.431,29.872,10.7,54.684,15.99,8/31/2009 10:20
169.319,1.861,0,767.695,29.872,10.6,53.096,16.43,8/31/2009 10:25
205.187,2.498,0,772.96,29.768,10.8,53.369,15.97,8/31/2009 10:30
179.516,2.816,0,776.469,29.976,10.7,48.994,16.22,8/31/2009 10:35
191.824,2.515,0,785.243,29.56,10.6,53.617,16.21,8/31/2009 10:40
178.11,2.297,0,797.526,29.768,10.6,54.667,16.08,8/31/2009 10:45
164.747,2.431,0,788.752,29.456,10.8,53.202,15.87,8/31/2009 10:55
114.462,2.079,0,797.526,29.56,10.8,51.417,15.66,8/31/2009 11:00
138.725,3.604,0,795.771,29.456,10.7,55.519,15.89,8/31/2009 11:05
122.901,5.012,0,802.79,29.56,10.7,55.272,15.86,8/31/2009 11:10
121.846,3.369,0,797.526,29.768,10.9,49.581,16.38,8/31/2009 11:15
139.077,2.263,0,797.526,29.56,11,44.166,16.37,8/31/2009 11:20
170.725,3.487,0,802.79,29.664,10.9,46.617,16.46,8/31/2009 11:25
192.879,2.816,0,801.035,29.56,11,50.762,16.33,8/31/2009 11:30
144,2.146,0,802.79,29.768,11,49.389,15.87,8/31/2009 11:35
117.275,5.616,0,802.79,29.56,10.8,55.237,16.66,8/31/2009 11:40
121.495,5.063,0,802.79,29.456,10.9,54.733,16.54,8/31/2009 11:45
170.022,2.984,0,802.79,29.768,11,50.789,16.3,8/31/2009 11:50
167.209,3.554,0,801.035,29.56,11,49.3,16.15,8/31/2009 11:55
160.879,3.168,0,801.035,29.56,11,48.266,16.69,8/31/2009 12:00
142.242,2.431,0,797.965,29.872,11.1,50.794,16.34,8/31/2009 12:05
157.714,3.99,0,794.016,29.456,10.9,51.789,16.12,8/31/2009 12:10
185.143,3.302,0,801.035,29.872,11,51.671,16.39,8/31/2009 12:20
144.352,3.487,0,790.507,29.768,11.2,52.131,16.36,8/31/2009 12:25
202.022,2.179,0,785.243,29.664,11.1,48.01,16.42,8/31/2009 12:35
186.901,3.017,0,781.733,29.872,11.2,50.405,16.7,8/31/2009 12:40
197.099,2.565,0,779.979,29.56,11.1,49.651,16.68,8/31/2009 12:45
156.659,3.336,0,771.205,29.56,11.4,50.431,16.42,8/31/2009 12:50
214.33,3.202,0,764.186,29.768,11.4,50.018,16.61,8/31/2009 12:55
176.703,3.017,0,765.941,29.456,11.4,53.455,15.93,8/31/2009 13:00
137.495,1.945,0,750.148,29.664,11.4,53.911,15.91,8/31/2009 13:05
102.857,4.409,0,746.639,29.456,11.4,56.079,15.8,8/31/2009 13:10
110.242,6.471,0,737.865,29.768,11.6,56.879,15.13,8/31/2009 13:15
202.374,2.85,0,730.846,29.56,11.6,56.281,15.54,8/31/2009 13:20
134.154,4.442,0,722.072,29.56,11.5,56.027,15.86,8/31/2009 13:25
123.604,4.325,0,709.789,29.664,11.7,58.182,15.47,8/31/2009 13:30
126.857,3.403,0,708.034,29.664,11.7,56.778,15.65,8/31/2009 13:35
133.802,4.778,0,704.525,29.456,11.6,59.879,15,8/31/2009 13:40
144.791,7.493,0,688.732,29.56,11.7,59.959,14.58,8/31/2009 13:45
128.879,6.169,0,683.468,29.768,11.6,57.202,14.5,8/31/2009 13:50
136.264,6.739,0,674.695,29.56,11.8,57.917,14.51,8/31/2009 13:55
138.022,4.291,0,665.921,29.456,11.6,58.892,15.08,8/31/2009 14:00
148.22,4.124,0,648.374,29.456,11.7,59.836,14.54,8/31/2009 14:05
132.835,5.901,0,639.6,29.56,11.7,59.528,14.26,8/31/2009 14:10
128.527,5.431,0,630.826,29.456,12,59.017,14.37,8/31/2009 14:15
137.407,6.186,0,623.807,29.56,11.8,58.961,14.2,8/31/2009 14:20
146.462,3.638,0,611.524,29.56,11.8,59.807,14.36,8/31/2009 14:25
127.473,5.985,0,601.435,29.56,11.8,58.042,14.17,8/31/2009 14:30
138.374,6.353,0,585.203,29.56,11.7,62.605,13.93,8/31/2009 14:35
115.165,7.728,0,576.43,29.664,12,59.889,13.77,8/31/2009 14:40
138.374,5.599,0,564.146,29.768,11.9,59.354,13.9,8/31/2009 14:45
146.11,5.582,0,548.354,29.456,12,57.467,13.7,8/31/2009 14:50
133.451,5.901,0,532.561,29.664,12.1,58.968,13.68,8/31/2009 14:55
133.099,4.576,0,518.523,29.456,12,57.55,13.66,8/31/2009 15:00
139.077,7.778,0,508.434,29.352,12,59.697,13.48,8/31/2009 15:05
135.209,5.113,0,45.184,29.352,12,61.064,13.49,8/31/2009 15:10
139.78,5.012,0,50.887,29.352,12.1,60.263,13.56,8/31/2009 15:15
162.637,2.816,0,49.133,29.56,12.2,66.713,13.67,8/31/2009 15:20
154.198,2.766,0,50.01,29.56,12.1,63.879,13.7,8/31/2009 15:25
126.769,4.66,0,44.307,29.352,11.9,63.845,13.33,8/31/2009 15:30
154.901,4.66,0,46.062,29.352,12.3,64.476,13.22,8/31/2009 15:35
170.725,3.939,0,39.482,29.248,12.1,66.449,13.28,8/31/2009 15:40
203.429,4.057,0,35.972,29.456,12.2,67.085,13.42,8/31/2009 15:45
211.516,4.56,0,38.604,29.456,12,66.141,13.43,8/31/2009 15:50
187.956,6.035,0,38.604,29.352,12.2,67.41,13.38,8/31/2009 15:55
167.209,3.034,0,33.34,29.664,12.2,66.177,13.16,8/31/2009 16:00
219.604,2.531,0,36.849,29.56,12.2,68.773,13.16,8/31/2009 16:05
215.385,3.822,0,31.147,29.352,12.3,68.005,13.16,8/31/2009 16:10
196.396,6.353,0,34.656,29.352,12.2,68.625,12.95,8/31/2009 16:15
213.978,5.063,0,32.024,29.456,12.1,70.17,12.78,8/31/2009 16:20
206.242,4.928,0,28.953,29.56,12.4,71.389,12.55,8/31/2009 16:25
215.736,5.532,0,25.882,29.664,12.2,70.886,12.44,8/31/2009 16:30
217.495,5.901,0,25.444,29.248,12.2,71.188,12.48,8/31/2009 16:35
160.527,3.956,0,22.812,29.352,12.3,71.116,12.38,8/31/2009 16:40
215.736,6.236,0,23.25,29.56,12.3,72.132,12.53,8/31/2009 16:45
210.462,6.152,0,21.057,29.56,12.2,73.012,12.16,8/31/2009 16:50
222.066,5.834,0,21.496,29.456,12.3,74.129,11.98,8/31/2009 16:55
215.033,4.677,0,20.618,29.456,12.4,74.083,11.88,8/31/2009 17:00
210.462,3.755,0,20.618,29.456,12.4,76.412,11.53,8/31/2009 17:05
204.484,5.85,0,21.496,29.456,12.4,75.227,11.76,8/31/2009 17:10
224.879,3.906,0,16.231,29.456,12.3,76.153,11.39,8/31/2009 17:15
217.846,5.884,0,15.354,29.352,12.3,77.03,11.2,8/31/2009 17:20
200.967,5.364,0,14.915,29.248,12.2,76.604,11.35,8/31/2009 17:25
218.549,6.789,0,11.406,29.56,12.3,77.072,11.16,8/31/2009 17:30
227.692,7.426,0,10.528,29.456,12.2,78.049,10.89,8/31/2009 17:35
209.055,6.353,0,9.651,29.248,12.3,78.278,10.79,8/31/2009 17:40
233.319,5.482,0,10.09,29.352,12.4,74.551,11.62,8/31/2009 17:45
222.769,6.571,0,6.142,29.352,12.2,79.141,10.52,8/31/2009 17:55
226.989,7.527,0,4.826,29.352,12.2,79.317,10.42,8/31/2009 18:00
223.473,5.75,0,4.387,29.56,12.5,79.397,10.22,8/31/2009 18:05
197.802,6.37,0,2.193,29.56,12.2,79.032,10.02,8/31/2009 18:10
202.374,6.186,0,0.877,29.352,12.3,79.063,10.16,8/31/2009 18:15
229.451,5.415,0,0,29.248,12.3,77.953,9.86,8/31/2009 18:20
193.582,4.928,0,0,29.456,12.4,76.428,9.66,8/31/2009 18:25
201.67,4.66,0,0,29.56,12.4,75.592,9.67,8/31/2009 18:30
218.286,4.694,0,0,29.456,12.1,74.52,9.56,8/31/2009 18:35
203.78,6.052,0,0,29.456,12.3,74.569,9.55,8/31/2009 18:40
231.209,4.342,0,0,29.248,12.2,73.945,9.52,8/31/2009 18:45
186.549,4.375,0,0.439,29.56,12.3,72.076,9.41,8/31/2009 18:50
194.989,5.599,0,0,29.352,12.2,72.478,9.46,8/31/2009 18:55
194.637,5.398,0,0,29.456,12.3,75.121,9.74,8/31/2009 19:00
174.242,4.476,0,0.439,29.352,12.3,75.39,9.68,8/31/2009 19:05
202.022,5.985,0,0.439,29.248,12.3,76.233,9.82,8/31/2009 19:10
191.121,5.415,0,3.509,29.456,12.3,70.127,9.3,8/31/2009 19:15
195.692,6.806,0,0,29.352,12.2,68.214,9.25,8/31/2009 19:20
173.538,5.901,0,0,29.456,12.1,67.611,9.21,8/31/2009 19:25
184.791,5.364,0,0,29.248,12.2,70.324,9.36,8/31/2009 19:30
190.418,5.415,0,0,29.456,12.3,68.991,9.23,8/31/2009 19:35
186.549,5.381,0,0,29.248,12.3,71.171,9.49,8/31/2009 19:40
197.802,4.308,0,1.755,29.144,12.1,65.049,9.12,8/31/2009 19:45
208,6.219,0,0,29.248,12.4,61.674,9.01,8/31/2009 19:50
204.132,4.275,0,0,29.248,12.1,59.144,8.9,8/31/2009 19:55
209.758,4.845,0,0,29.456,12.1,57.284,8.86,8/31/2009 20:00
203.78,7.242,0,0.439,29.352,12.2,60.145,9.06,8/31/2009 20:05
186.198,6.605,0,0.877,29.456,12.2,53.92,8.82,8/31/2009 20:10
196.044,5.901,0,0,29.352,12.3,55.241,8.93,8/31/2009 20:15
209.055,5.079,0,0,29.456,11.9,35.852,8.6,8/31/2009 20:20
198.154,6.119,0,0,29.248,12.1,41.164,8.7,8/31/2009 20:25
199.912,6.203,0,0.439,29.248,12,46.583,8.83,8/31/2009 20:30
226.637,7.879,0,0,29.352,12.2,64.464,9.1,8/31/2009 20:35
216.791,7.242,0,0,29.456,11.9,51.222,8.85,8/31/2009 20:40
183.033,5.348,0,0,29.56,12,42.949,8.68,8/31/2009 20:45
190.769,6.303,0,0.439,29.352,12.2,50.038,8.86,8/31/2009 20:50
190.066,6.37,0,0,29.352,12.2,61.961,9.04,8/31/2009 20:55
193.582,6.203,0,0,29.352,12.2,61.65,9.04,8/31/2009 21:00
202.022,6.42,0,0,29.248,11.9,60.234,8.9,8/31/2009 21:05
187.956,6.203,0,0,29.56,12,56.522,8.84,8/31/2009 21:10
179.516,6.437,0,0,29.352,12.1,54.538,8.78,8/31/2009 21:15
247.033,5.146,0,0.877,29.352,12.2,60.586,8.96,8/31/2009 21:20
190.769,6.471,0,0,29.352,12.2,63.775,8.98,8/31/2009 21:25
172.835,6.99,0,0,29.56,12.2,61.544,8.91,8/31/2009 21:30
196.747,6.739,0,0,29.352,12.1,61.654,8.89,8/31/2009 21:35
198.505,7.51,0,0,29.352,12.2,71.231,9.12,8/31/2009 21:40
210.462,7.125,0,0,29.456,12,63.601,8.94,8/31/2009 21:45
186.901,5.163,0,0,29.352,12,65.079,8.98,8/31/2009 21:50
184.44,7.477,0,0,29.352,11.9,69.491,9.04,8/31/2009 21:55
205.89,4.677,0,0,29.248,11.9,68.775,9.08,8/31/2009 22:00
179.165,7.644,0,0.439,29.248,11.9,74.056,9.43,8/31/2009 22:05
169.67,5.415,0,0,29.456,12.1,64.755,9.02,8/31/2009 22:10
200.967,6.923,0,0,29.248,12,71.405,9.2,8/31/2009 22:15
193.934,5.482,0,0,29.456,11.7,71.694,9.2,8/31/2009 22:20
204.835,5.012,0,1.316,29.456,12,76.247,9.4,8/31/2009 22:25
205.89,4.979,0,0.439,29.352,12.1,74.795,9.4,8/31/2009 22:30
207.297,6.806,0,0,29.248,11.8,76.491,9.36,8/31/2009 22:35
180.923,6.588,0,0,29.144,11.9,76.857,9.54,8/31/2009 22:40
183.385,5.079,0,0.439,29.456,12.1,78.093,9.58,8/31/2009 22:45
191.473,6.588,0,0,29.144,11.9,77.865,9.68,8/31/2009 22:50
171.78,1.76,0,0.877,29.248,11.9,78.224,9.73,8/31/2009 22:55
201.319,4.291,0,0,29.248,11.7,72.007,9.06,8/31/2009 23:05
188.308,3.202,0,0,29.456,11.9,75.313,9.31,8/31/2009 23:10
180.571,5.247,0,2.193,29.144,11.8,76.181,9.33,8/31/2009 23:15
181.275,4.644,0,0,29.352,12,76.453,9.18,8/31/2009 23:20
202.725,6.957,0,1.755,29.352,11.8,77.413,9.32,8/31/2009 23:25
188.308,3.889,0,0,29.352,11.9,77.523,9.25,8/31/2009 23:30
173.538,3.973,0,0.439,29.144,11.8,77.076,9.27,8/31/2009 23:35
172.484,5.247,0,0,29.144,11.9,76.898,9.14,8/31/2009 23:40
189.363,6.001,0,0.439,29.352,11.7,78.326,9.28,8/31/2009 23:45
167.56,5.448,0,0,29.144,11.8,77.878,9.16,8/31/2009 23:50
198.154,6.471,0,0,29.144,11.8,74.925,8.91,8/31/2009 23:55
183.736,6.052,0,0,29.144,11.6,74.458,8.88,9/1/2009 0:00
166.505,3.47,0,0,29.144,11.7,75.099,8.89,9/1/2009 0:05
184.44,6.152,0,0,29.144,12.1,74.031,8.8,9/1/2009 0:10
231.912,6.42,0,0,29.248,11.8,74.663,8.88,9/1/2009 0:15
199.209,6.085,0,0,29.248,11.5,70.225,8.7,9/1/2009 0:20
192.527,8.549,0,0,29.248,11.6,71.653,8.72,9/1/2009 0:25
202.374,6.119,0,3.509,29.144,11.8,72.775,8.72,9/1/2009 0:30
169.319,5.884,0,2.632,29.144,11.7,66.578,8.46,9/1/2009 0:35
199.56,5.633,0,2.193,29.352,11.6,69.739,8.52,9/1/2009 0:40
203.077,5.783,0,0,29.248,11.6,67.944,8.52,9/1/2009 0:45
206.242,5.649,0,0.439,29.248,11.6,72.182,8.62,9/1/2009 0:50
194.637,7.342,0,0.439,29.144,11.8,71.993,8.72,9/1/2009 0:55
172.835,6.555,0,0,29.144,11.6,73.273,8.62,9/1/2009 1:00
204.132,6.001,0,1.316,29.144,11.5,73.295,8.6,9/1/2009 1:05
183.736,6.001,0,0,29.144,11.5,73.357,8.65,9/1/2009 1:10
204.484,6.689,0,0,29.04,11.7,70.829,8.54,9/1/2009 1:15
232.615,6.471,0,0,29.04,11.8,71.994,8.46,9/1/2009 1:20
223.473,7.342,0,0,29.04,11.6,70.36,8.44,9/1/2009 1:25
235.429,5.783,0,0,29.04,11.5,72.056,8.51,9/1/2009 1:35
191.824,6.605,0,0,29.248,11.5,73.175,8.52,9/1/2009 1:40
213.626,7.544,0,0,29.04,11.4,73.507,8.5,9/1/2009 1:45
184.088,5.498,0,0.439,29.248,11.4,71.733,8.46,9/1/2009 1:50
203.78,6.772,0,1.755,29.352,11.4,79.334,9.37,9/1/2009 1:55
220.659,6.236,0,0,29.04,11.6,80.119,9.26,9/1/2009 2:00
205.538,5.079,0,0,29.04,11.5,74.137,8.31,9/1/2009 2:05
205.89,3.789,0,0.439,29.144,11.6,68.45,8.2,9/1/2009 2:10
189.714,6.689,0,0.439,28.936,11.4,61.511,8.2,9/1/2009 2:15
192.176,4.744,0,0,29.456,11.3,69.796,8.26,9/1/2009 2:20
206.593,6.555,0,0,28.936,11.6,72.011,8.28,9/1/2009 2:25
197.451,6.84,0,0,29.04,11.5,72.561,8.3,9/1/2009 2:30
199.209,7.024,0,0,28.936,11.3,78.496,8.69,9/1/2009 2:35
234.374,6.487,0,0,29.144,11.5,79.937,9.32,9/1/2009 2:40
243.165,4.509,0,0.439,29.352,11.5,76.88,9.77,9/1/2009 2:50
214.681,5.213,0,0,29.144,11.3,77.805,9.75,9/1/2009 2:55
212.22,5.482,0,0,29.248,11.5,75.595,10.18,9/1/2009 3:00
209.407,5.213,0,0,29.04,11.3,74.793,10.14,9/1/2009 3:05
217.143,4.845,0,0.439,28.832,11.3,73.692,10.19,9/1/2009 3:10
187.604,6.689,0,0,28.936,11.6,72.965,10.2,9/1/2009 3:15
183.033,4.744,0,0.439,29.248,11.4,72.382,10.3,9/1/2009 3:20
216.791,4.644,0,0.439,29.144,11.4,73.36,10.09,9/1/2009 3:25
219.604,3.47,0,0,29.248,11.2,69.845,10.49,9/1/2009 3:30
227.429,5.582,0,0,28.936,11.4,71.013,10.32,9/1/2009 3:35
216.44,2.498,0,0,29.248,11.4,70.778,10.34,9/1/2009 3:40
195.692,2.582,0,0,29.144,11.1,70.132,10.45,9/1/2009 3:45
192.879,4.677,0,0,29.144,11.4,68.712,10.48,9/1/2009 3:50
227.692,3.738,0,0,29.248,11.2,67.473,10.54,9/1/2009 4:00
191.121,2.883,0,3.509,29.144,11.2,64.714,10.86,9/1/2009 4:05
221.011,3.319,0,0,29.04,11.4,64.805,10.9,9/1/2009 4:10
198.154,3.403,0,0.439,28.936,11.3,64.251,10.93,9/1/2009 4:15
211.868,5.331,0,0,28.936,11.2,66.876,10.57,9/1/2009 4:20
221.714,4.074,0,0,29.248,11.2,64.477,10.78,9/1/2009 4:25
192.176,3.872,0,0,29.04,11.2,64.648,10.8,9/1/2009 4:30
251.956,2.783,0,0,28.936,11.3,64.361,10.76,9/1/2009 4:35
153.143,2.196,0,0,29.144,11.3,65.5,10.74,9/1/2009 4:40
249.846,1.509,0,0.439,29.144,10.9,64.346,10.67,9/1/2009 4:45
213.978,1.308,0,1.755,29.248,11.2,73.302,9.54,9/1/2009 4:50
204.484,3.286,0,2.632,28.936,11.1,69.028,9.86,9/1/2009 4:55
210.11,4.711,0,3.948,29.456,11.2,66.006,10.32,9/1/2009 5:00
203.429,2.883,0,6.58,28.936,11,65.204,10.48,9/1/2009 5:05
180.571,3.906,0,7.896,29.04,11.2,63.682,10.72,9/1/2009 5:10
196.747,2.062,0,9.651,28.936,11.1,63.98,10.66,9/1/2009 5:15
200.264,2.984,0,14.915,28.936,11.2,61.35,10.84,9/1/2009 5:20
241.407,0.989,0,12.283,29.04,11.2,59.73,11.13,9/1/2009 5:25
208.352,2.883,0,15.793,28.936,10.9,59.674,11.14,9/1/2009 5:30
210.462,3.638,0,14.477,29.04,11.1,60.486,10.99,9/1/2009 5:35
195.692,3.101,0,18.863,29.144,11,60.094,11.06,9/1/2009 5:40
240.703,4.04,0,17.986,29.248,11,61.355,10.87,9/1/2009 5:45
205.538,4.996,0,18.863,29.144,11.2,58.169,11,9/1/2009 5:50
180.571,4.141,0,20.179,29.144,11,57.186,11.28,9/1/2009 5:55
202.374,4.09,0,19.741,28.936,10.9,59.35,11.11,9/1/2009 6:00
193.231,3.654,0,23.25,29.04,11.1,57.024,11.37,9/1/2009 6:05
215.385,2.531,0,21.934,28.936,11.1,56.225,11.56,9/1/2009 6:10
187.604,1.442,0,60.538,28.936,11.1,56.222,11.74,9/1/2009 6:15
225.934,3.504,0,186.002,29.04,10.8,55.768,12.89,9/1/2009 6:20
221.714,2.95,0,202.672,28.936,11.1,49.415,13.92,9/1/2009 6:25
172.835,4.761,0,223.728,29.248,11,51.875,13.82,9/1/2009 6:30
192.879,2.414,0,241.276,29.144,10.9,50.6,14.19,9/1/2009 6:35
228.747,2.313,0,261.016,29.04,10.7,52.539,14.41,9/1/2009 6:40
163.692,2.984,0,272.861,29.144,11,51.263,14.75,9/1/2009 6:45
172.484,2.28,0,289.531,29.352,10.9,47.968,15.09,9/1/2009 6:50
153.143,2.531,0,300.937,28.936,11,44.65,15.01,9/1/2009 6:55
169.67,1.827,0,316.729,29.144,10.9,48.87,15.26,9/1/2009 7:00
174.593,2.464,0,328.135,28.936,11.1,44.729,15.13,9/1/2009 7:05
194.989,3.068,0,343.928,29.04,10.8,47.674,15.76,9/1/2009 7:10
154.901,2.431,0,357.965,29.352,11,50.177,15.68,9/1/2009 7:15
181.275,3.152,0,372.881,29.04,10.9,46.863,15.87,9/1/2009 7:20
167.56,2.246,0,387.357,28.936,10.7,48.24,15.25,9/1/2009 7:25
189.011,3.219,0,401.834,29.144,11.1,45.8,15.52,9/1/2009 7:30
205.89,2.481,0,418.504,29.144,10.9,45.278,15.7,9/1/2009 7:35
160.879,1.274,0,435.174,29.144,10.9,51.027,15.99,9/1/2009 7:40
191.473,2.397,0,444.825,29.248,11,51.952,15.73,9/1/2009 7:45
183.736,1.777,0,473.339,29.04,10.7,46.578,16.14,9/1/2009 7:55
185.143,2.196,0,486.938,29.352,10.9,44.361,16.38,9/1/2009 8:00
171.78,3.202,0,498.344,28.832,10.9,46.49,15.94,9/1/2009 8:05
199.56,2.196,0,517.207,28.936,10.8,45.438,16.77,9/1/2009 8:10
192.176,2.364,0,529.052,29.144,10.7,46.182,16.82,9/1/2009 8:15
192.176,2.816,0,541.335,29.04,10.9,42.948,17.06,9/1/2009 8:20
177.758,2.246,0,551.863,29.144,10.8,42.481,16.68,9/1/2009 8:25
192.176,3.269,0,562.392,29.04,10.8,44.196,16.9,9/1/2009 8:30
167.912,2.163,0,574.675,28.936,11.1,49.028,17.21,9/1/2009 8:35
170.374,2.665,0,586.958,29.248,10.7,45.187,17.36,9/1/2009 8:40
230.154,2.749,0,597.486,28.936,10.8,45.488,16.92,9/1/2009 8:45
184.088,3.118,0,608.015,29.248,10.7,48.511,17.12,9/1/2009 8:50
213.275,3.202,0,620.298,29.144,10.7,45.142,17.25,9/1/2009 8:55
159.473,2.582,0,630.826,29.04,10.9,45.335,17.25,9/1/2009 9:00
146.11,3.973,0,641.793,29.04,10.6,47.9,17.05,9/1/2009 9:05
141.187,2.548,0,653.638,29.04,10.8,44.647,17.16,9/1/2009 9:10
133.802,3.856,0,660.657,29.248,10.7,47.716,17.86,9/1/2009 9:15
169.319,3.135,0,673.379,28.936,10.7,45.415,17.92,9/1/2009 9:20
170.022,2.481,0,681.714,29.144,10.9,42.679,17.57,9/1/2009 9:25
153.846,2.783,0,688.732,29.144,10.7,47.115,18.16,9/1/2009 9:30
164.747,3.034,0,696.19,28.936,10.9,46.632,17.88,9/1/2009 9:35
211.868,5.247,0,704.525,28.936,10.8,43.009,18.17,9/1/2009 9:40
206.242,2.766,0,713.299,29.04,10.8,43.581,17.47,9/1/2009 9:45
152.44,2.095,0,718.563,28.936,10.9,42.193,18.2,9/1/2009 9:50
160.527,2.85,0,727.337,28.832,11,41.82,18.1,9/1/2009 9:55
155.692,2.749,0,734.355,29.248,10.9,47.572,18.5,9/1/2009 10:00
